measure,location,sex,age,metric,year,val,upper,lower
Age-specific fertility rate,Texas,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Australia,Female,20-24 years,Rate,2012,0.054934547752828,0.0585407961911182,0.0515338715577565
Age-specific fertility rate,Australia,Female,20-24 years,Rate,2013,0.0522778663565284,0.0557220911714398,0.0490669339875031
Age-specific fertility rate,Australia,Female,20-24 years,Rate,2014,0.0501489054357305,0.0530432314945752,0.0469653580833871
Age-specific fertility rate,Australia,Female,20-24 years,Rate,2015,0.0484245925582835,0.0512552939659741,0.0455104469879449
Age-specific fertility rate,Australia,Female,20-24 years,Rate,2016,0.0468245511297694,0.0497477675429328,0.0439382655085565
Age-specific fertility rate,Australia,Female,20-24 years,Rate,2017,0.0458183419419324,0.0487884509290826,0.0429203302336325
Age-specific fertility rate,Australia,Female,20-24 years,Rate,2018,0.0440741167986352,0.0469541868957642,0.041286792796055
Age-specific fertility rate,Australia,Female,20-24 years,Rate,2019,0.0414582127632385,0.0442105764723649,0.0387261749134432
Age-specific fertility rate,Australia,Female,20-24 years,Rate,2020,0.0396479250771906,0.0434489920893195,0.0359790923608348
Age-specific fertility rate,Australia,Female,20-24 years,Rate,2021,0.0387597904488583,0.0447142391249425,0.0333181827390499
Age-specific fertility rate,Australia,Female,25-29 years,Rate,2012,0.106997741965329,0.110468305276632,0.10373465027906
Age-specific fertility rate,Australia,Female,25-29 years,Rate,2013,0.103576378106137,0.106677143427241,0.100575177913604
Age-specific fertility rate,Australia,Female,25-29 years,Rate,2014,0.100647389162406,0.103849259489583,0.0975990701639198
Age-specific fertility rate,Australia,Female,25-29 years,Rate,2015,0.0986741365070755,0.101799908668607,0.0956954677741233
Age-specific fertility rate,Australia,Female,25-29 years,Rate,2016,0.0967814017361044,0.0997943265964149,0.0938991583531449
Age-specific fertility rate,Australia,Female,25-29 years,Rate,2017,0.0949884650687543,0.0980737800366871,0.092065778943205
Age-specific fertility rate,Australia,Female,25-29 years,Rate,2018,0.091508522705758,0.0944824296204956,0.0884894805499577
Age-specific fertility rate,Australia,Female,25-29 years,Rate,2019,0.0866798228682051,0.0895145658879213,0.0839307473990281
Age-specific fertility rate,Australia,Female,25-29 years,Rate,2020,0.0837471193283283,0.0880423214005766,0.079622367201065
Age-specific fertility rate,Australia,Female,25-29 years,Rate,2021,0.0829439817601929,0.0896286160693081,0.0764905492800779
Age-specific fertility rate,Australia,Female,30-34 years,Rate,2012,0.129127861114749,0.133608038810216,0.124908351036279
Age-specific fertility rate,Australia,Female,30-34 years,Rate,2013,0.126694163894022,0.131097691662001,0.122334997309739
Age-specific fertility rate,Australia,Female,30-34 years,Rate,2014,0.125070800468091,0.129281360821817,0.120936632432998
Age-specific fertility rate,Australia,Female,30-34 years,Rate,2015,0.125786503259991,0.130281808806926,0.121073285218976
Age-specific fertility rate,Australia,Female,30-34 years,Rate,2016,0.125015484115546,0.129657843804403,0.120674394138513
Age-specific fertility rate,Australia,Female,30-34 years,Rate,2017,0.123216840418354,0.127432726773385,0.11902447156756
Age-specific fertility rate,Australia,Female,30-34 years,Rate,2018,0.12057096729651,0.124580521184263,0.1164927579737
Age-specific fertility rate,Australia,Female,30-34 years,Rate,2019,0.116426827081023,0.120775082742934,0.11189090484008
Age-specific fertility rate,Australia,Female,30-34 years,Rate,2020,0.114026913574189,0.120542963582911,0.107698617014634
Age-specific fertility rate,Australia,Female,30-34 years,Rate,2021,0.11397467836238,0.124497415705379,0.103732391445701
Age-specific fertility rate,Australia,Female,35-39 years,Rate,2012,0.0718223185541848,0.0754484207343868,0.0684917212010204
Age-specific fertility rate,Australia,Female,35-39 years,Rate,2013,0.0708836927929763,0.0744005311239264,0.0675741809447901
Age-specific fertility rate,Australia,Female,35-39 years,Rate,2014,0.0704407781794501,0.0739710853016581,0.066841355953179
Age-specific fertility rate,Australia,Female,35-39 years,Rate,2015,0.0713583134393297,0.0748903441377466,0.0678063922710828
Age-specific fertility rate,Australia,Female,35-39 years,Rate,2016,0.0720123027199206,0.0754678783545156,0.0687335326362802
Age-specific fertility rate,Australia,Female,35-39 years,Rate,2017,0.0718919296251273,0.075522485295398,0.0682772564749747
Age-specific fertility rate,Australia,Female,35-39 years,Rate,2018,0.0706549170729578,0.0742166846528971,0.0670487076727311
Age-specific fertility rate,Australia,Female,35-39 years,Rate,2019,0.0681879262952969,0.071525290654208,0.0649408628227965
Age-specific fertility rate,Australia,Female,35-39 years,Rate,2020,0.0667893458433123,0.0721501865497023,0.0616719427014884
Age-specific fertility rate,Australia,Female,35-39 years,Rate,2021,0.0669285622605414,0.0756939097519708,0.0586449015742263
Age-specific fertility rate,Australia,Female,40-44 years,Rate,2012,0.015251325508155,0.016479045808635,0.0141204464179185
Age-specific fertility rate,Australia,Female,40-44 years,Rate,2013,0.0149653188258453,0.0161021142779089,0.0138204792891691
Age-specific fertility rate,Australia,Female,40-44 years,Rate,2014,0.0147652702631098,0.0158807176569197,0.0136750952368492
Age-specific fertility rate,Australia,Female,40-44 years,Rate,2015,0.0149619052923023,0.0161871009006129,0.0138748312081649
Age-specific fertility rate,Australia,Female,40-44 years,Rate,2016,0.0153058794967261,0.0165569154772008,0.0141449203155498
Age-specific fertility rate,Australia,Female,40-44 years,Rate,2017,0.0155986168409308,0.0168298633518089,0.0144116033408083
Age-specific fertility rate,Australia,Female,40-44 years,Rate,2018,0.0156379255095944,0.016863252771796,0.0145632011214595
Age-specific fertility rate,Australia,Female,40-44 years,Rate,2019,0.0153884175290082,0.0166216987575757,0.0141803870410408
Age-specific fertility rate,Australia,Female,40-44 years,Rate,2020,0.0153037392496939,0.0171206395714405,0.0135369428191938
Age-specific fertility rate,Australia,Female,40-44 years,Rate,2021,0.0153713415235707,0.018224554435121,0.0128095495321056
Age-specific fertility rate,Australia,Female,45-49 years,Rate,2012,0.0009156596288415,0.0010184900195856,0.0008240277700946
Age-specific fertility rate,Australia,Female,45-49 years,Rate,2013,0.0009628691468763,0.001061527937133,0.000858568272255
Age-specific fertility rate,Australia,Female,45-49 years,Rate,2014,0.0010724403547358,0.0011964917600949,0.0009593870655584
Age-specific fertility rate,Australia,Female,45-49 years,Rate,2015,0.0011862313145801,0.0013209995400607,0.0010624594444608
Age-specific fertility rate,Australia,Female,45-49 years,Rate,2016,0.0012236273697211,0.0013611044894374,0.0010982112416217
Age-specific fertility rate,Australia,Female,45-49 years,Rate,2017,0.0011982001483947,0.0013445035755733,0.0010714759073458
Age-specific fertility rate,Australia,Female,45-49 years,Rate,2018,0.0011686998953047,0.0013036393258857,0.0010417934638896
Age-specific fertility rate,Australia,Female,45-49 years,Rate,2019,0.0011666874970761,0.001368645232282,0.0009787218257328
Age-specific fertility rate,Australia,Female,45-49 years,Rate,2020,0.0011802516545747,0.0015094813417094,0.0009171384006721
Age-specific fertility rate,Australia,Female,45-49 years,Rate,2021,0.0011875157430891,0.0015949427976991,0.0008789320820462
Age-specific fertility rate,Australia,Female,50-54 years,Rate,2012,8.4872252025724e-05,8.70678071663361e-05,8.25866527105784e-05
Age-specific fertility rate,Australia,Female,50-54 years,Rate,2013,8.92480899314929e-05,9.15568433575185e-05,8.68446498393925e-05
Age-specific fertility rate,Australia,Female,50-54 years,Rate,2014,9.94042165917655e-05,0.0001019756982424,9.67272732570244e-05
Age-specific fertility rate,Australia,Female,50-54 years,Rate,2015,0.0001099514709622,0.0001127957988965,0.0001069904913636
Age-specific fertility rate,Australia,Female,50-54 years,Rate,2016,0.0001134177015535,0.0001163516971968,0.0001103633767911
Age-specific fertility rate,Australia,Female,50-54 years,Rate,2017,0.0001110608590448,0.0001139338856722,0.0001080700037615
Age-specific fertility rate,Australia,Female,50-54 years,Rate,2018,0.0001083264882849,0.000111128779641,0.0001054092692702
Age-specific fertility rate,Australia,Female,50-54 years,Rate,2019,0.0001081399596183,0.0001109374256756,0.0001052277637976
Age-specific fertility rate,Australia,Female,50-54 years,Rate,2020,0.0001093972178369,0.0001122272078307,0.0001064511642069
Age-specific fertility rate,Australia,Female,50-54 years,Rate,2021,0.0001100705243055,0.0001129179320235,0.000107106338615
Age-specific fertility rate,France,Female,20-24 years,Rate,2012,0.0560999590086493,0.0589250949787025,0.053117407560936
Age-specific fertility rate,France,Female,20-24 years,Rate,2013,0.0540603779873162,0.0567324775274569,0.0513984875534657
Age-specific fertility rate,France,Female,20-24 years,Rate,2014,0.0514376076619125,0.0541484450175784,0.0488738576429625
Age-specific fertility rate,France,Female,20-24 years,Rate,2015,0.0487592623894146,0.0513461159067438,0.0463079745840927
Age-specific fertility rate,France,Female,20-24 years,Rate,2016,0.0463935882095801,0.0487609324189341,0.0441690505045695
Age-specific fertility rate,France,Female,20-24 years,Rate,2017,0.0444422853984482,0.0466529169003884,0.0421390041326502
Age-specific fertility rate,France,Female,20-24 years,Rate,2018,0.0431422407866248,0.0452951793091892,0.0409837714419028
Age-specific fertility rate,France,Female,20-24 years,Rate,2019,0.0418909539259575,0.0439775230499067,0.0397913668408145
Age-specific fertility rate,France,Female,20-24 years,Rate,2020,0.0404966564863181,0.043985665377117,0.0372271033774526
Age-specific fertility rate,France,Female,20-24 years,Rate,2021,0.0396078256863604,0.0453614081219082,0.0343297637012833
Age-specific fertility rate,France,Female,25-29 years,Rate,2012,0.127212035738064,0.131201477012813,0.123345216402698
Age-specific fertility rate,France,Female,25-29 years,Rate,2013,0.125912270145928,0.129622067575313,0.122029274176742
Age-specific fertility rate,France,Female,25-29 years,Rate,2014,0.123661212019736,0.127623732494523,0.119777825630588
Age-specific fertility rate,France,Female,25-29 years,Rate,2015,0.119880612746904,0.123724280822445,0.116238742333433
Age-specific fertility rate,France,Female,25-29 years,Rate,2016,0.11611192088945,0.119993905433579,0.112611047179164
Age-specific fertility rate,France,Female,25-29 years,Rate,2017,0.112806796259631,0.116399808034265,0.109265452379361
Age-specific fertility rate,France,Female,25-29 years,Rate,2018,0.110078979076555,0.113919318605015,0.106450694098902
Age-specific fertility rate,France,Female,25-29 years,Rate,2019,0.107505892015162,0.11109914292846,0.103843596313437
Age-specific fertility rate,France,Female,25-29 years,Rate,2020,0.105568108321827,0.110865149527251,0.100458740901766
Age-specific fertility rate,France,Female,25-29 years,Rate,2021,0.104653563996695,0.112642510453689,0.096893082055074
Age-specific fertility rate,France,Female,30-34 years,Rate,2012,0.125190103500219,0.129450149904574,0.121038992914717
Age-specific fertility rate,France,Female,30-34 years,Rate,2013,0.124645986675777,0.128997543561523,0.120477280943873
Age-specific fertility rate,France,Female,30-34 years,Rate,2014,0.123708349936344,0.127842280592291,0.119380093638284
Age-specific fertility rate,France,Female,30-34 years,Rate,2015,0.122256808480782,0.126943525234926,0.117940419732708
Age-specific fertility rate,France,Female,30-34 years,Rate,2016,0.121240633773254,0.125580883170477,0.116763129123142
Age-specific fertility rate,France,Female,30-34 years,Rate,2017,0.120958167384545,0.125307350548129,0.116519293824734
Age-specific fertility rate,France,Female,30-34 years,Rate,2018,0.121251346390331,0.125697248634641,0.116997603367366
Age-specific fertility rate,France,Female,30-34 years,Rate,2019,0.120896031414047,0.125237026166841,0.116190173075072
Age-specific fertility rate,France,Female,30-34 years,Rate,2020,0.120570275211926,0.127257315519437,0.114060836994946
Age-specific fertility rate,France,Female,30-34 years,Rate,2021,0.120883246546327,0.131674283540264,0.110333914808581
Age-specific fertility rate,France,Female,35-39 years,Rate,2012,0.0576976417545631,0.0610222434403562,0.0545459273724848
Age-specific fertility rate,France,Female,35-39 years,Rate,2013,0.0591546880299903,0.0626888882193474,0.0558956706741175
Age-specific fertility rate,France,Female,35-39 years,Rate,2014,0.0606037333731756,0.0640241086484257,0.05728750856604
Age-specific fertility rate,France,Female,35-39 years,Rate,2015,0.0617517868476583,0.06530808611674,0.0580692389122104
Age-specific fertility rate,France,Female,35-39 years,Rate,2016,0.0625034614579438,0.0662420347621901,0.0591513551545744
Age-specific fertility rate,France,Female,35-39 years,Rate,2017,0.0626137661111674,0.0664348719682244,0.059127130765249
Age-specific fertility rate,France,Female,35-39 years,Rate,2018,0.0625193603381486,0.0659735807797658,0.0590492258353068
Age-specific fertility rate,France,Female,35-39 years,Rate,2019,0.0622862109353018,0.0659665724997501,0.0586884781827105
Age-specific fertility rate,France,Female,35-39 years,Rate,2020,0.0623805461967213,0.06785517342333,0.0569263058300651
Age-specific fertility rate,France,Female,35-39 years,Rate,2021,0.0627832048921244,0.0713998626918438,0.0546730253450741
Age-specific fertility rate,France,Female,40-44 years,Rate,2012,0.0130570298296002,0.0140483960910816,0.0121020292913028
Age-specific fertility rate,France,Female,40-44 years,Rate,2013,0.01342901021976,0.0144171851932638,0.0125042034479536
Age-specific fertility rate,France,Female,40-44 years,Rate,2014,0.013548929217378,0.0145903839705588,0.0125514985140651
Age-specific fertility rate,France,Female,40-44 years,Rate,2015,0.0135451819840645,0.0145781261012224,0.0125951027917124
Age-specific fertility rate,France,Female,40-44 years,Rate,2016,0.013780198609522,0.014802424657328,0.012760149729353
Age-specific fertility rate,France,Female,40-44 years,Rate,2017,0.0142194297470219,0.015301723250697,0.0132182530120166
Age-specific fertility rate,France,Female,40-44 years,Rate,2018,0.0146813728959776,0.0157831187442245,0.0135925020748985
Age-specific fertility rate,France,Female,40-44 years,Rate,2019,0.0150740150841135,0.0162354713808633,0.0139809285007465
Age-specific fertility rate,France,Female,40-44 years,Rate,2020,0.0153556018703221,0.0171159728142036,0.0136543754454261
Age-specific fertility rate,France,Female,40-44 years,Rate,2021,0.0155319886645068,0.0183556114432109,0.0129880121043171
Age-specific fertility rate,France,Female,45-49 years,Rate,2012,0.0007032664681744,0.0007761938316671,0.0006312721021148
Age-specific fertility rate,France,Female,45-49 years,Rate,2013,0.0007418148429227,0.0008266932734206,0.0006639265993629
Age-specific fertility rate,France,Female,45-49 years,Rate,2014,0.0007752861824224,0.0008637482655569,0.0006977863492117
Age-specific fertility rate,France,Female,45-49 years,Rate,2015,0.0007937661960231,0.0008844145894822,0.0007129861008891
Age-specific fertility rate,France,Female,45-49 years,Rate,2016,0.000831649713057,0.0009186303256137,0.0007458298167003
Age-specific fertility rate,France,Female,45-49 years,Rate,2017,0.000884598823984,0.0009830923467197,0.0007913823049844
Age-specific fertility rate,France,Female,45-49 years,Rate,2018,0.0009208822766072,0.0010309483634537,0.0008282185539094
Age-specific fertility rate,France,Female,45-49 years,Rate,2019,0.0009290087089235,0.001034568442187,0.0008280043251691
Age-specific fertility rate,France,Female,45-49 years,Rate,2020,0.0009261904375768,0.0010837640548223,0.0007851846857077
Age-specific fertility rate,France,Female,45-49 years,Rate,2021,0.0009353215359411,0.0011842357055119,0.0007255225306093
Age-specific fertility rate,France,Female,50-54 years,Rate,2012,6.5185585394499e-05,6.68718673499174e-05,6.34301455919841e-05
Age-specific fertility rate,France,Female,50-54 years,Rate,2013,6.87586241894424e-05,7.05373368687618e-05,6.69069628913527e-05
Age-specific fertility rate,France,Female,50-54 years,Rate,2014,7.18610739122256e-05,7.3720043675277e-05,6.9925864024433e-05
Age-specific fertility rate,France,Female,50-54 years,Rate,2015,7.35739815499005e-05,7.54772624167523e-05,7.15926432699639e-05
Age-specific fertility rate,France,Female,50-54 years,Rate,2016,7.70853948568239e-05,7.90795122615643e-05,7.50094946481304e-05
Age-specific fertility rate,France,Female,50-54 years,Rate,2017,8.19932341298212e-05,8.4114312131081e-05,7.97851664127434e-05
Age-specific fertility rate,France,Female,50-54 years,Rate,2018,8.53563378841019e-05,8.75644158124272e-05,8.30577021962906e-05
Age-specific fertility rate,France,Female,50-54 years,Rate,2019,8.6109574774647e-05,8.83371381424141e-05,8.3790654509956e-05
Age-specific fertility rate,France,Female,50-54 years,Rate,2020,8.58483499390377e-05,8.80691556973743e-05,8.35364644270617e-05
Age-specific fertility rate,France,Female,50-54 years,Rate,2021,8.66947090633598e-05,8.89374092345565e-05,8.43600312041944e-05
Age-specific fertility rate,France,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,France,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,France,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,France,Female,55-59 years,Rate,2015,0.0,0.0,0.0
